This file describes types of cartridge images supported by the Atari800
emulator.

There are:
- raw images - files that contain only dump of cartridge memory
- CART files - images with additional 16-byte header, which contains type
  of the cartridge

For raw images you usually have to select the cartridge type each time
you insert an image. To make it easier, you only select from types of same
image size. If there's only one supported type that matches file's length
(currently only for 2 KB cartridges), that type is selected automatically.

The advantage of using CART files is that you don't have to select
the cartridge type, because it is stored inside the file.

The CART format has been introduced in Atari800 0.8.0, when there were
only 4 supported cartridge types. The format has not changed, only new types
have been added.

The format is:
 first 4 bytes containing 'C' 'A' 'R' 'T'.
 next 4 bytes containing cartridge type in MSB format (see the table below).
 next 4 bytes containing cartridge checksum in MSB format (ROM only).
 next 4 bytes are currently unused (zero).
 followed immediately with the ROM data: 2, 4, 8, 16, 32, 40, etc. kilobytes.

The recommended file name extension for CART files is CAR.

Currently supported cartridge types:

+----+-----------+------+-----------------------------------------------+---+
| Id |  Machine  | Size | Name                                          | E |
+---------------------------------------------------------------------------+

 Same as Type 54, but with cartridge memory being divided into 64 banks.
 Bits 7, 4..0 - 16KB bank number (0..63). In SIC+ the control register is 
 mapped up to $D53F.

+---------------------------------------------------------------------------+
| Type 84: Corina 1M+8K EEPROM                                              |
+---------------------------------------------------------------------------+

 Takes whole 16KB of address space, bank 0 is mapped in on the bootup. The
 banking register is at $D500, and bank number is interpreted from written
 byte databits. Bit7 always turns cart off.

 This configuration interprets D0-D5 as bank, D6 turns on EEPROM, which
 mirrors across whole 16KB address space

+---------------------------------------------------------------------------+
| Type 85: Corina 512K + 512K SRAM + 8K EEPROM                              |
+---------------------------------------------------------------------------+

 Same as type 84.

 This configuration interprets D0-D4 as bank
 D5 = 0, D6 = 0 -> mapped from EPROM
 D5 = 1, D6 = 0 -> mapped from SRAM
 D5 = 0, D6 = 1 -> mapped from EEPROM

+---------------------------------------------------------------------------+
| Type 86: XE Multicart (8KB)                                               |
| Type 87: XE Multicart (16KB)                                              |
| Type 88: XE Multicart (32KB)                                              |
| Type 89: XE Multicart (64KB)                                              |
| Type 90: XE Multicart (128KB)                                             |
| Type 91: XE Multicart (256KB)                                             |
| Type 92: XE Multicart (512KB)                                             |
| Type 93: XE Multicart (1024KB)                                            |
+---------------------------------------------------------------------------+

 This cartridge is used only for running original 8KB/16KB. Allows to use
 any EPROM from 27xxx line to be used.
 On the bootup, last 8KBs are mapped to $A000-$BFFF. 
 Banks are switched by data written to $D5xx, by bits D6-D0. To select
 16KB cart, bit D7 must be on.

 Reference:
 https://blog.idorobots.org/entries/atari-xe-multicart.html

 +---------------------------------------------------------------------------+
 | Type 94: Ram-Cart 64 KB cartridge                                         |
 +---------------------------------------------------------------------------+

 A bank switched cartridge released by Unerring Masters company.
 It uses SRAM with 3V battery power supplied and operates in two different modes
 ("Read Only" and "Read/Write") turned by the user using switch on top of the case.
 Two static RAM 32Kx8 chips (D43257GU) and small logic providing control register
 to select memory bank and making it's visibility in Atari memory area is inside.

 RAM is divided into four 16K banks with their's lower half visible in $8000..$9FFF
 and upper half in $A000..$BFFF areas.
 Read/Write control register is located in $D500, but is available on the whole
 $D5 page for the sake of simplified address decoder is used.

 Control register bits meaning:

 0 - $A000..$BFFF window enable:
     * "Read Only" mode: 0-enabled, 1-disabled
     * "Read/Write" mode: 0-disabled, 1-enabled
 1 - $8000..$9FFF window enable: 0-disabled, 1-enabled
 2 - control register lock: 0-unlocked, 1-locked until power off
 3 - bank select
 4 - bank select
 5 - not connected
 6 - not connected
 7 - not connected

 Cartridge memory address bits mapping:

 %00000000 43xxxxxx xxxxxxxx
           :::::::: ::::::::
           ::++++++-++++++++-- address bus A0..A13
           ++----------------- control register bits

 Control register contains $00 on power-on.

 Reference:
 http://atariki.krap.pl/index.php/Ram-Cart#64%20KB

 +---------------------------------------------------------------------------+
 | Type 95: Ram-Cart 128 KB cartridge                                        |
 +---------------------------------------------------------------------------+

 A bank switched cartridge released by Unerring Masters company.
 It's identical to cartridge type 94 but uses four 32Kx8 RAM chips.

 Location of control register and it's bits meaning is the same, but additional
 bit 5 is used to select bank as well as bits 3 and 4.

 Control register bits meaning:

 0 - $A000..$BFFF window enable:
     * "Read Only" mode: 0-enabled, 1-disabled
     * "Read/Write" mode: 0-disabled, 1-enabled
 1 - $8000..$9FFF window enable: 0-disabled, 1-enabled
 2 - control register lock: 0-unlocked, 1-locked until power off
 3 - bank select
 4 - bank select
 5 - bank select
 6 - not connected
 7 - not connected

 Cartridge memory address bits mapping:

 %00000005 43xxxxxx xxxxxxxx
         : :::::::: ::::::::
         : ::++++++-++++++++-- address bus A0..A13
         +-++----------------- control register bits

 Reference:
 http://atariki.krap.pl/index.php/Ram-Cart#128%20KB

 +---------------------------------------------------------------------------+
 | Type 96: Double Ram-Cart 2x128/256 KB cartridge                           |
 +---------------------------------------------------------------------------+

 A bank switched cartridge released by Unerring Masters company.
 It's similar to cartridge type 95 but uses two 128Kx8 RAM chips (CXK581000P).

 Location of control register and it's bits meaning is almost the same,
 but bit 2 has different meaning depending on state of P1 and P2 switches.

 Additional P1 button on the top of case is used to choose mode of operation:
 * 2x128K - selected when P1 is in state 0
 * 256K - selected when P1 is in state 1

 Bit 2 of control register has the same meaning as in 94 cartridge type
 once 2x128K mode is chosen. Button P2 is used to choose active 128K module.

 If 256K mode is chosen then bit 2 is used to select 128K module and address
 full 256K memory area. P2 swaps 128K areas once it's 1 - if it's 0 then 128K
 modules are addressed in normal order.

 Control register bits meaning in this mode:

 0 - $A000..$BFFF window enable:
     * "Read Only" mode: 0-enabled, 1-disabled
     * "Read/Write" mode: 0-disabled, 1-enabled
 1 - $8000..$9FFF window enable: 0-disabled, 1-enabled
 2 - select 128K module:
     * 0=$0xxxx-$1xxxx, 1=$2xxxx-$3xxxx if P2=0
     * 0-$2xxxx-$3xxxx, 1=$0xxxx-$1xxxx if P2=1
 3 - bank select
 4 - bank select
 5 - bank select
 6 - not connected
 7 - not connected

 Cartridge memory address bits mapping:

 %00000025 43xxxxxx xxxxxxxx
        :: :::::::: ::::::::
        :: ::++++++-++++++++-- address bus A0..A13
        ++-++----------------- control register bits

 Reference:
 http://atariki.krap.pl/index.php/Ram-Cart#2x128%20KB%20/%20256%20KB

 +---------------------------------------------------------------------------+
 | Type 97: Ram-Cart 1 MB cartridge                                          |
 +---------------------------------------------------------------------------+

 A bank switched cartridge released by Unerring Masters company then refectored
 and republished in new form by GALTRON company.
 It's similar to cartridge type 95 but bits 2, 6 and 7 have changed function.

 Three switches A, B and C on the top of case are used to select one of eight
 128K modules. They state can be read by control register.

 Control register bits meaning:

 0 - $A000..$BFFF window enable:
     * "Read Only" mode: 0-enabled, 1-disabled
     * "Read/Write" mode: 0-disabled, 1-enabled
 1 - $8000..$9FFF window enable: 0-disabled, 1-enabled
 2 - state of A switch
 3 - bank select
 4 - bank select
 5 - bank select
 6 - state of B switch
 7 - state of C switch

 Cartridge memory address bits mapping:

 %0000CBA5 43xxxxxx xxxxxxxx
      :::: :::::::: ::::::::
      :::: ::++++++-++++++++-- address bus A0..A13
      :::+-++----------------- control register bits
      +++--------------------- switches

 Reference:
 http://atariki.krap.pl/index.php/Ram-Cart#1%20MB

 +---------------------------------------------------------------------------+
 | Type 98: Ram-Cart 2 MB cartridge                                          |
 +---------------------------------------------------------------------------+

 A bank switched cartridge released by GALTRON company.
 It's identical to cartridge type 97.

 Three switches A, B and C on the top of case are used to select one of eight
 128K modules. They state can be read by control register.
 Additional switch 1/2M is used to choose one of two 1MB module.

 Control register bits meaning:

 0 - $A000..$BFFF window enable:
     * "Read Only" mode: 0-enabled, 1-disabled
     * "Read/Write" mode: 0-disabled, 1-enabled
 1 - $8000..$9FFF window enable: 0-disabled, 1-enabled
 2 - state of A switch
 3 - bank select
 4 - bank select
 5 - bank select
 6 - state of B switch
 7 - state of C switch

 Cartridge memory address bits mapping:

 %0001CBA5 43xxxxxx xxxxxxxx
     ::::: :::::::: ::::::::
     ::::: ::++++++-++++++++-- address bus A0..A13
     ::::+-++----------------- control register bits
     ++++--------------------- switches

 Reference:
 http://atariki.krap.pl/index.php/Ram-Cart#2%20MB

 +---------------------------------------------------------------------------+
 | Type 99: Ram-Cart 4 MB cartridge                                          |
 +---------------------------------------------------------------------------+

 A bank switched cartridge released by GALTRON company.
 It's identical to cartridge type 97.

 Three switches A, B and C on the top of case are used to select one of eight
 128K modules. They state can be read by control register.
 Additional switch 1/2M is used to choose one of two 1MB module.
 Additional switch 2/4M is used to choose one of two 2MB module.

 Control register bits meaning:

 0 - $A000..$BFFF window enable:
     * "Read Only" mode: 0-enabled, 1-disabled
     * "Read/Write" mode: 0-disabled, 1-enabled
 1 - $8000..$9FFF window enable: 0-disabled, 1-enabled
 2 - state of A switch
 3 - bank select
 4 - bank select
 5 - bank select
 6 - state of B switch
 7 - state of C switch

 Cartridge memory address bits mapping:

 %0021CBA5 43xxxxxx xxxxxxxx
    :::::: :::::::: ::::::::
    :::::: ::++++++-++++++++-- address bus A0..A13
    :::::+-++----------------- control register bits
    +++++--------------------- switches

 Reference:
 http://atariki.krap.pl/index.php/Ram-Cart#4%20MB

 +---------------------------------------------------------------------------+
 | Type 100: Ram-Cart 8 MB cartridge                                         |
 +---------------------------------------------------------------------------+

 A bank switched cartridge released by GALTRON company.
 It's identical to cartridge type 97 but extended with additional control register.

 There are no switches beside R/W and RESET on the top of case, so bank is selected
 only by software.

 Control register CARTCTL ($D500) bits meaning:

 0 - $A000..$BFFF window enable:
     * "Read Only" mode: 0-enabled, 1-disabled
     * "Read/Write" mode: 0-disabled, 1-enabled
 1 - $8000..$9FFF window enable: 0-disabled, 1-enabled
 2 - bank select bit 3
 3 - bank select bit 0
 4 - bank select bit 1
 5 - bank select bit 2
 6 - bank select bit 4
 7 - bank select bit 5

 Additional register MODSEL ($D501) is using to select 1MB memory module.
 Bits meaning:

 0 - module select bit 0
 1 - module select bit 1
 2 - module select bit 2
 3 - not connected
 4 - not connected
 5 - not connected
 6 - not connected
 7 - not connected

 Cartridge memory address bits mapping:

 %02107625 43xxxxxx xxxxxxxx
   ::::::: :::::::: ::::::::
   ::::::: ::++++++-++++++++-- address bus A0..A13
   :::++++-++----------------- CARCTL register bits
   +++------------------------ MODSEL register bits

 Reference:
 http://atariki.krap.pl/index.php/Ram-Cart#8%2C%2016%20i%2032%20MB

 +---------------------------------------------------------------------------+
 | Type 101: Ram-Cart 16 MB cartridge                                        |
 +---------------------------------------------------------------------------+

 A bank switched cartridge released by GALTRON company.
 It's identical to cartridge type 97 but extended with additional control register.

 There are no switches beside R/W and RESET on the top of case, so bank is selected
 only by software.

 Control register CARTCTL ($D500) bits meaning:

 0 - $A000..$BFFF window enable:
     * "Read Only" mode: 0-enabled, 1-disabled
     * "Read/Write" mode: 0-disabled, 1-enabled
 1 - $8000..$9FFF window enable: 0-disabled, 1-enabled
 2 - bank select bit 3
 3 - bank select bit 0
 4 - bank select bit 1
 5 - bank select bit 2
 6 - bank select bit 4
 7 - bank select bit 5

 Additional register MODSEL ($D501) is using to select 1MB memory module.
 Bits meaning:

 0 - module select bit 0
 1 - module select bit 1
 2 - module select bit 2
 3 - module select bit 3
 4 - not connected
 5 - not connected
 6 - not connected
 7 - not connected

 Cartridge memory address bits mapping:

 %32107625 43xxxxxx xxxxxxxx
  ::::::: :::::::: ::::::::
  :::::::: ::++++++-++++++++-- address bus A0..A13
  ::::++++-++----------------- CARCTL register bits
  ++++------------------------ MODSEL register bits

 Reference:
 http://atariki.krap.pl/index.php/Ram-Cart#8%2C%2016%20i%2032%20MB

 +---------------------------------------------------------------------------+
 | Type 102: Ram-Cart 32 MB cartridge                                        |
 +---------------------------------------------------------------------------+

 A bank switched cartridge released by GALTRON company.
 It's identical to cartridge type 97 but extended with additional control register.

 There are no switches beside R/W and RESET on the top of case, so bank is selected
 only by software.

 Control register CARTCTL ($D500) bits meaning:

 0 - $A000..$BFFF window enable:
     * "Read Only" mode: 0-enabled, 1-disabled
     * "Read/Write" mode: 0-disabled, 1-enabled
 1 - $8000..$9FFF window enable: 0-disabled, 1-enabled
 2 - bank select bit 3
 3 - bank select bit 0
 4 - bank select bit 1
 5 - bank select bit 2
 6 - bank select bit 4
 7 - bank select bit 5

 Additional register MODSEL ($D501) is using to select 1MB memory module.
 Bits meaning:

 0 - module select bit 0
 1 - module select bit 1
 2 - module select bit 2
 3 - module select bit 3
 4 - module select bit 4
 5 - not connected
 6 - not connected
 7 - not connected

 Cartridge memory address bits mapping:

 %00000004 32107625 43xxxxxx xxxxxxxx
         : :::::::: :::::::: ::::::::
         : :::::::: ::++++++-++++++++-- address bus A0..A13
         : ::::++++-++----------------- CARCTL register bits
         +-++++------------------------ MODSEL register bits

 Reference:
 http://atariki.krap.pl/index.php/Ram-Cart#8%2C%2016%20i%2032%20MB

 +---------------------------------------------------------------------------+
 | Type 103: SiDiCar 32 KB cartridge                                         |
 +---------------------------------------------------------------------------+

 A bank switched cartridge described by "Tajemnice Atari" magazine closely
 related to polish software publisher L.K.Avalon.
 It uses CMOS static RAM 62256 chip with battery power supplied and small logic
 providing control register to select memory bank and making its visibility
 in Atari memory area.

 RAM is divided into four 8K banks visible in $8000..$9FFF area.
 Write only control register CARSET is located in $D5FF, however it's available
 on whole $D5 page because only /CCTL line is used to build simplified decoder.

 Control register bits meaning:

 0 - bank select
 1 - bank select
 2 - not connected
 3 - not connected
 4 - $8000..$9FFF window enable: 0-disabled, 1-enabled
 5 - not connected
 6 - not connected
 7 - write to control register 0-enabled, 1-disabled

 Cartridge memory address bits mapping:

 %010xxxxx xxxxxxxx
   ::::::: ::::::::
   ::+++++-++++++++-- address bus A0..A12
   ++---------------- control register bits

 Control register contains $00 on power-on.

 Reference:
 http://atariki.krap.pl/index.php/SiDiCar

+---------------------------------------------------------------------------+
| Type 160: JRC64 cartridge (interleaved)                                   |
+---------------------------------------------------------------------------+

 Cartridge takes 8KB of address space, contains 8 banks. By writing to
 $D500-$D57F, bank is selected by data bits D6-D4. Bit D7 turns cartridge off.
 On bootup, bank 0 is mapped in.

 Type 80 uses linear bank order in dump (0,1,2,3,4,5,6,7)
 Type 160 uses interleaved bank order in dump (7,3,5,1,6,2,4,0)

 Some cartridges contain 256KB of RAMdisk. Page is selected by writing to
 $D500-$D57F (7bits) with value with 4 upper bits set to 1 (4bits). That makes
 1<<11 = 2048 pages. Reads/writes are to region $D580-$D5FF (7bits). That
 totals to 18bits = 256KB of RAM usable by TT-Dos or BeWe DOS.

